id,title,brand,category,price,images,description,rating,discountPercentage,tags
150,Metal Baseball Bat,,sports-accessories,29.99,['https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/1.webp'],The Metal Baseball Bat is a durable and lightweight baseball bat made from metal alloys. It is commonly used in baseball games for hitting and batting practice.,4.66,19.51,"sports equipment,baseball"
151,Tennis Ball,,sports-accessories,6.99,['https://cdn.dummyjson.com/product-images/sports-accessories/tennis-ball/1.webp'],The Tennis Ball is a standard ball used in the sport of tennis. It is designed for bouncing and hitting with tennis rackets during matches or practice sessions.,4.06,11.76,"sports equipment,tennis"
152,Tennis Racket,,sports-accessories,49.99,['https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/1.webp'],"The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball.",4.03,19.61,"sports equipment,tennis"
153,Volleyball,,sports-accessories,11.99,['https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/1.webp'],"The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches.",3.84,12.25,"sports equipment,volleyball"
154,Black Sun Glasses,Fashion Shades,sunglasses,29.99,"['https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/1.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/2.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/3.webp']","The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look.",4.41,4.94,"eyewear,sunglasses"
155,Classic Sun Glasses,Fashion Shades,sunglasses,24.99,"['https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/1.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/2.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/3.webp']",The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.,3.86,4.94,"eyewear,sunglasses"
156,Green and Black Glasses,Fashion Shades,sunglasses,34.99,"['https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/1.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/2.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/3.webp']","The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching.",4.55,1.01,"eyewear,sunglasses"
157,Party Glasses,Fashion Fun,sunglasses,19.99,"['https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/1.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/2.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/3.webp']","The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations.",2.79,11.22,"eyewear,party glasses"
158,Sunglasses,Fashion Shades,sunglasses,22.99,"['https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/1.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/2.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/3.webp']",The Sunglasses offer a classic and simple design with a focus on functionality. These sunglasses provide essential UV protection while maintaining a timeless look.,3.02,1.51,"eyewear,sunglasses"
159,iPad Mini 2021 Starlight,Apple,tablets,499.99,"['https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/1.webp', 'https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/2.webp', 'https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/3.webp', 'https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/4.webp']","The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience.",3.18,3.64,"electronics,tablets"
160,Samsung Galaxy Tab S8 Plus Grey,Samsung,tablets,599.99,"['https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/1.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/2.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/3.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/4.webp']","The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment.",4.68,13.31,"electronics,tablets"
161,Samsung Galaxy Tab White,Samsung,tablets,349.99,"['https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/1.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/2.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/3.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/4.webp']","The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks.",3.72,18.2,"electronics,tablets"
162,Blue Frock,,tops,29.99,"['https://cdn.dummyjson.com/product-images/tops/blue-frock/1.webp', 'https://cdn.dummyjson.com/product-images/tops/blue-frock/2.webp', 'https://cdn.dummyjson.com/product-images/tops/blue-frock/3.webp', 'https://cdn.dummyjson.com/product-images/tops/blue-frock/4.webp']","The Blue Frock is a charming and stylish dress for various occasions. With a vibrant blue color and a comfortable design, it adds a touch of elegance to your wardrobe.",4.17,12.13,"clothing,dresses"
163,Girl Summer Dress,,tops,19.99,"['https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/1.webp', 'https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/2.webp', 'https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/3.webp', 'https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/4.webp']","The Girl Summer Dress is a cute and breezy dress designed for warm weather. With playful patterns and lightweight fabric, it's perfect for keeping cool and stylish during the summer.",4.77,19.2,"clothing,girls' dresses"
164,Gray Dress,,tops,34.99,"['https://cdn.dummyjson.com/product-images/tops/gray-dress/1.webp', 'https://cdn.dummyjson.com/product-images/tops/gray-dress/2.webp', 'https://cdn.dummyjson.com/product-images/tops/gray-dress/3.webp', 'https://cdn.dummyjson.com/product-images/tops/gray-dress/4.webp']","The Gray Dress is a versatile and chic option for various occasions. With a neutral gray color, it can be dressed up or down, making it a wardrobe staple for any fashion-forward individual.",2.72,14.28,"clothing,dresses"
165,Short Frock,,tops,24.99,"['https://cdn.dummyjson.com/product-images/tops/short-frock/1.webp', 'https://cdn.dummyjson.com/product-images/tops/short-frock/2.webp', 'https://cdn.dummyjson.com/product-images/tops/short-frock/3.webp', 'https://cdn.dummyjson.com/product-images/tops/short-frock/4.webp']","The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look.",3.23,13.45,"clothing,dresses"
166,Tartan Dress,,tops,39.99,"['https://cdn.dummyjson.com/product-images/tops/tartan-dress/1.webp', 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/2.webp', 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/3.webp', 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/4.webp']","The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm.",4.05,12.95,"clothing,dresses"
167,300 Touring,Chrysler,vehicle,28999.99,"['https://cdn.dummyjson.com/product-images/vehicle/300-touring/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/6.webp']","The 300 Touring is a stylish and comfortable sedan, known for its luxurious features and smooth performance.",4.05,3.98,"sedans,vehicles"
168,Charger SXT RWD,Dodge,vehicle,32999.99,"['https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/6.webp']","The Charger SXT RWD is a powerful and sporty rear-wheel-drive sedan, offering a blend of performance and practicality.",2.58,8.23,"sedans,sports cars,vehicles"
169,Dodge Hornet GT Plus,Dodge,vehicle,24999.99,"['https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/6.webp']","The Dodge Hornet GT Plus is a compact and agile hatchback, perfect for urban driving with a touch of sportiness.",2.65,2.63,"hatchbacks,compact cars,vehicles"
170,Durango SXT RWD,Dodge,vehicle,36999.99,"['https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/6.webp']","The Durango SXT RWD is a spacious and versatile SUV, known for its strong performance and family-friendly features.",4.07,16.44,"suvs,vehicles"
171,Pacifica Touring,Chrysler,vehicle,31999.99,"['https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/6.webp']","The Pacifica Touring is a stylish and well-equipped minivan, offering comfort and convenience for family journeys.",3.62,14.76,"minivans,vehicles"
172,Blue Women's Handbag,Fashionista,womens-bags,49.99,"[""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/1.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/2.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/3.webp""]","The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality.",2.92,17.88,"fashion accessories,handbags"
173,Heshe Women's Leather Bag,Heshe,womens-bags,129.99,"[""https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/1.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/2.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/3.webp""]","The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory.",4.92,3.87,"fashion accessories,leather bags"
174,Prada Women Bag,Prada,womens-bags,599.99,"['https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/1.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/2.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/3.webp']","The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts.",2.71,14.09,"fashion accessories,designer bags"
175,White Faux Leather Backpack,Urban Chic,womens-bags,39.99,"['https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/1.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/2.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/3.webp']","The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles.",3.36,15.2,"fashion accessories,backpacks"
176,Women Handbag Black,Elegance Collection,womens-bags,59.99,"['https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/1.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/2.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/3.webp']","The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe.",2.89,11.63,"fashion accessories,handbags"
177,Black Women's Gown,,womens-dresses,129.99,"[""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/1.webp"", ""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/2.webp"", ""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/3.webp"", ""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/4.webp""]","The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style.",3.64,10.48,"clothing,gowns"
178,Corset Leather With Skirt,,womens-dresses,89.99,"['https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/1.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/2.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/3.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/4.webp']","The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event.",3.05,16.26,"clothing,corsets,skirts"
179,Corset With Black Skirt,,womens-dresses,79.99,"['https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/1.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/2.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/3.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/4.webp']",The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.,4.52,15.06,"clothing,corsets,skirts"
180,Dress Pea,,womens-dresses,49.99,"['https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/1.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/2.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/3.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/4.webp']","The Dress Pea is a stylish and comfortable dress with a pea pattern. Perfect for casual outings, it adds a playful and fun element to your wardrobe, making it a great choice for day-to-day wear.",4.88,17.68,"clothing,dresses"
181,Marni Red & Black Suit,,womens-dresses,179.99,"['https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/1.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/2.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/3.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/4.webp']","The Marni Red & Black Suit is a sophisticated and fashion-forward suit ensemble. With a combination of red and black tones, it showcases a modern design for a bold and confident look.",4.48,19.02,"clothing,suits"
182,Green Crystal Earring,,womens-jewellery,29.99,"['https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/1.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/2.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/3.webp']","The Green Crystal Earring is a dazzling accessory that features a vibrant green crystal. With a classic design, it adds a touch of elegance to your ensemble, perfect for formal or special occasions.",3.96,15.24,"fashion accessories,earrings"
183,Green Oval Earring,,womens-jewellery,24.99,"['https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/1.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/2.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/3.webp']","The Green Oval Earring is a stylish and versatile accessory with a unique oval shape. Whether for casual or dressy occasions, its green hue and contemporary design make it a standout piece.",3.57,15.18,"fashion accessories,earrings"
184,Tropical Earring,,womens-jewellery,19.99,"['https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/1.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/2.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/3.webp']","The Tropical Earring is a fun and playful accessory inspired by tropical elements. Featuring vibrant colors and a lively design, it's perfect for adding a touch of summer to your look.",4.4,0.76,"fashion accessories,earrings"
185,Black & Brown Slipper,Comfort Trends,womens-shoes,19.99,"['https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/1.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/2.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/3.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/4.webp']","The Black & Brown Slipper is a comfortable and stylish choice for casual wear. Featuring a blend of black and brown colors, it adds a touch of sophistication to your relaxation.",2.53,3.33,"footwear,slippers"
186,Calvin Klein Heel Shoes,Calvin Klein,womens-shoes,79.99,"['https://cdn.dummyjson.com/product-images/womens-shoes/calvin-klein-heel-shoes/1.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/calvin-klein-heel-shoes/2.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/calvin-klein-heel-shoes/3.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/calvin-klein-heel-shoes/4.webp']","Calvin Klein Heel Shoes are elegant and sophisticated, designed for formal occasions. With a classic design and high-quality materials, they complement your stylish ensemble.",4.92,3.19,"footwear,heel shoes"
187,Golden Shoes Woman,Fashion Diva,womens-shoes,49.99,"['https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/1.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/2.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/3.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/4.webp']","The Golden Shoes for Women are a glamorous choice for special occasions. Featuring a golden hue and stylish design, they add a touch of luxury to your outfit.",3.26,13.93,"footwear,women's shoes"
188,Pampi Shoes,Pampi,womens-shoes,29.99,"['https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/1.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/2.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/3.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/4.webp']","Pampi Shoes offer a blend of comfort and style for everyday use. With a versatile design, they are suitable for various casual occasions, providing a trendy and relaxed look.",3.05,14.14,"footwear,casual shoes"
189,Red Shoes,Fashion Express,womens-shoes,34.99,"['https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/1.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/2.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/3.webp', 'https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/4.webp']","The Red Shoes make a bold statement with their vibrant red color. Whether for a party or a casual outing, these shoes add a pop of color and style to your wardrobe.",3.25,17.69,"footwear,women's shoes"
190,IWC Ingenieur Automatic Steel,IWC,womens-watches,4999.99,"['https://cdn.dummyjson.com/product-images/womens-watches/iwc-ingenieur-automatic-steel/1.webp', 'https://cdn.dummyjson.com/product-images/womens-watches/iwc-ingenieur-automatic-steel/2.webp', 'https://cdn.dummyjson.com/product-images/womens-watches/iwc-ingenieur-automatic-steel/3.webp']","The IWC Ingenieur Automatic Steel watch is a durable and sophisticated timepiece. With a stainless steel case and automatic movement, it combines precision and style for watch enthusiasts.",2.93,9.45,"watches,luxury watches"
191,Rolex Cellini Moonphase,Rolex,womens-watches,15999.99,"['https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/1.webp', 'https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/2.webp', 'https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/3.webp']","The Rolex Cellini Moonphase watch is a masterpiece of horology. Featuring a moon phase complication, it showcases the craftsmanship and elegance that Rolex is renowned for.",3.83,4.11,"watches,luxury watches"
192,Rolex Datejust Women,Rolex,womens-watches,10999.99,"['https://cdn.dummyjson.com/product-images/womens-watches/rolex-datejust-women/1.webp', 'https://cdn.dummyjson.com/product-images/womens-watches/rolex-datejust-women/2.webp', 'https://cdn.dummyjson.com/product-images/womens-watches/rolex-datejust-women/3.webp']","The Rolex Datejust Women's watch is an iconic timepiece designed for women. With a timeless design and a date complication, it offers both elegance and functionality.",2.86,15.94,"watches,luxury watches,women's watches"
193,Watch Gold for Women,Fashion Gold,womens-watches,799.99,"['https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/1.webp', 'https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/2.webp', 'https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/3.webp']","The Gold Women's Watch is a stunning accessory that combines luxury and style. Featuring a gold-plated case and a chic design, it adds a touch of glamour to any outfit.",4.24,18.34,"watches,women's watches"
194,Women's Wrist Watch,Fashion Co.,womens-watches,129.99,"[""https://cdn.dummyjson.com/product-images/womens-watches/women's-wrist-watch/1.webp"", ""https://cdn.dummyjson.com/product-images/womens-watches/women's-wrist-watch/2.webp"", ""https://cdn.dummyjson.com/product-images/womens-watches/women's-wrist-watch/3.webp""]","The Women's Wrist Watch is a versatile and fashionable timepiece for everyday wear. With a comfortable strap and a simple yet elegant design, it complements various styles.",3.52,12.6,"watches,women's watches"
